id_properti,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi,jumlah_lantai,usia_bangunan,jarak_pusat_kota,kondisi_bangunan,tipe_properti,garasi,kota,harga_jual
PROP-1384,360.0,184.0,3,2,2,38.0,1.8,Baik,Rumah,0,Semarang,876.2
PROP-1725,280.0,245.0,2,1,1,15.0,4.2,Cukup,Rumah,0,Jakarta,1877.4
PROP-1087,697.0,322.0,4,4,1,11.0,20.4,Baik,Rumah,1,Jakarta,3575.8
PROP-2524,693.0,570.0,4,4,1,23.0,19.1,Baik,Rumah,1,Surabaya,2995.3
PROP-0342,164.0,107.0,3,2,3,23.0,27.4,Baik,Townhouse,1,Bandung,474.9
PROP-3702,519.0,423.0,4,4,3,24.0,29.0,Cukup,Villa,0,Medan,2027.3
PROP-0148,239.0,139.0,3,3,1,30.0,20.1,Buruk,Rumah,1,Bandung,607.2
PROP-0689,129.0,72.0,2,1,3,35.0,22.0,Baik,Rumah,1,Surabaya,310.8
PROP-3433,70.0,40.0,5,4,1,2.0,0.6,Buruk,Villa,1,Surabaya,708.9
PROP-1108,416.0,256.0,3,2,2,20.0,6.1,Cukup,Rumah,1,Jakarta,2439.7
PROP-0849,317.0,148.0,2,1,2,18.0,20.3,Baik,Rumah,1,Medan,545.3
PROP-0967,240.0,137.0,3,3,1,16.0,5.5,Baik,Townhouse,1,Jakarta,1981.3
PROP-4728,747.0,528.0,4,4,1,31.0,16.9,Baik,Villa,1,Surabaya,4761.8
PROP-1493,403.0,312.0,5,4,1,32.0,6.7,Cukup,Rumah,1,Medan,1346.3
PROP-3954,395.0,353.0,5,4,3,4.0,29.5,Buruk,Rumah,1,Medan,1385.7
PROP-2204,675.0,,6,4,2,27.0,12.7,Baik,Rumah,1,Semarang,2689.2
PROP-2714,308.0,157.0,4,3,1,36.0,28.0,Baik,Rumah,1,Jakarta,1258.0
PROP-0662,389.0,217.0,4,3,3,2.0,7.7,Buruk,Rumah,0,Surabaya,1521.8
PROP-1003,180.0,127.0,3,3,1,1.0,18.0,Baik,Townhouse,0,Medan,575.3
PROP-0063,364.0,267.0,4,3,3,,1.3,Baik,Villa,1,Semarang,2031.8
PROP-0285,325.0,267.0,4,3,1,27.0,14.3,Baik,Rumah,1,Medan,1101.3
PROP-2225,530.0,386.0,2,2,1,12.0,25.3,Baik,Townhouse,1,Bandung,1820.2
PROP-4707,653.0,573.0,4,3,1,11.0,8.2,Cukup,Rumah,1,Bandung,
PROP-1880,61.0,40.0,2,1,1,40.0,15.8,Baik,Rumah,0,Bandung,150.0
PROP-3573,453.0,320.0,4,4,2,5.0,12.0,Cukup,Villa,1,Jakarta,4164.3
PROP-4858,787.0,627.0,4,3,2,24.0,1.7,Cukup,Rumah,1,Medan,2839.1
PROP-1204,151.0,119.0,2,2,3,13.0,5.7,Baik,Rumah,1,Medan,665.0
PROP-1991,295.0,246.0,2,2,1,25.0,5.2,Baik,Rumah,1,Medan,1126.3
PROP-0025,321.0,249.0,4,3,1,17.0,20.1,Cukup,Villa,1,Medan,1159.4
PROP-4853,610.0,487.0,4,4,2,31.0,7.8,Baik,Rumah,1,Jakarta,4252.7
PROP-4103,488.0,259.0,2,1,1,32.0,13.3,Cukup,Rumah,0,Bandung,1256.9
PROP-4168,590.0,370.0,3,3,1,40.0,2.6,Baik,Townhouse,1,Jakarta,
PROP-0763,276.0,137.0,3,3,1,30.0,6.7,Baik,Townhouse,1,Bandung,1124.2
PROP-0876,258.0,183.0,3,2,1,26.0,20.2,Cukup,Villa,1,Surabaya,1124.5
PROP-4743,89.0,58.0,4,4,3,22.0,23.2,Baik,Rumah,1,Semarang,247.4
PROP-0939,512.0,291.0,2,1,1,37.0,4.7,Cukup,Rumah,0,Bandung,1413.4
PROP-2688,398.0,191.0,3,2,2,37.0,11.8,Baik,Townhouse,1,Semarang,1126.9
PROP-3601,559.0,306.0,4,4,1,22.0,5.2,Cukup,Villa,1,Bandung,2663.2
PROP-2395,489.0,267.0,4,3,1,28.0,17.0,Cukup,Townhouse,1,Surabaya,1792.9
PROP-4568,614.0,536.0,4,4,1,19.0,16.7,Baik,Rumah,1,Semarang,1876.1
PROP-4981,322.0,149.0,2,2,3,36.0,17.2,Baik,Villa,0,Semarang,989.9
PROP-4125,680.0,499.0,4,3,2,39.0,26.6,Baik,Rumah,0,Surabaya,2462.3
PROP-4565,409.0,265.0,2,1,1,38.0,23.0,Buruk,Townhouse,1,Medan,982.0
PROP-0386,96.0,43.0,3,2,2,27.0,24.1,Baik,Rumah,1,Bandung,150.0
PROP-3878,164.0,94.0,5,4,2,1.0,20.7,Cukup,Rumah,0,Semarang,451.0
PROP-4371,172.0,141.0,3,2,1,26.0,14.6,Buruk,Rumah,0,Jakarta,942.5
PROP-4570,446.0,351.0,1,1,2,24.0,19.6,Cukup,Townhouse,0,Jakarta,2676.5
PROP-0537,455.0,375.0,4,3,3,12.0,0.7,Cukup,Rumah,1,Bandung,2232.8
PROP-2292,772.0,436.0,4,4,2,24.0,2.1,Cukup,Rumah,1,Jakarta,4424.2
PROP-4666,529.0,383.0,4,3,2,32.0,14.3,Cukup,Villa,1,Bandung,2834.3
PROP-3875,663.0,477.0,5,4,2,29.0,12.4,Cukup,Rumah,1,Surabaya,2451.7
PROP-0937,234.0,135.0,4,4,1,2.0,6.2,Baik,Rumah,1,Semarang,892.2
PROP-3738,196.0,130.0,4,3,3,12.0,27.4,Baik,Rumah,1,Jakarta,1062.2
PROP-4729,323.0,188.0,3,2,3,14.0,26.1,Baik,Rumah,1,Jakarta,1525.1
PROP-2361,747.0,579.0,2,2,2,18.0,7.2,Cukup,Townhouse,0,Jakarta,5264.7
PROP-3508,405.0,190.0,3,3,1,35.0,7.8,Buruk,Villa,1,Surabaya,1729.8
PROP-0202,552.0,432.0,4,3,1,32.0,12.6,Buruk,Villa,1,Bandung,2857.5
PROP-3209,293.0,261.0,2,1,1,16.0,18.3,Cukup,Rumah,1,Jakarta,1540.9
PROP-1333,492.0,272.0,2,1,2,8.0,21.5,Baik,Rumah,0,Jakarta,2329.4
PROP-3017,683.0,396.0,3,3,1,37.0,22.9,Baik,Rumah,1,Semarang,1601.3
PROP-3503,73.0,52.0,4,4,3,1.0,16.7,Baik,Townhouse,1,Semarang,442.1
PROP-2709,206.0,126.0,4,3,1,0.0,2.4,Buruk,Townhouse,0,Bandung,1035.7
PROP-4022,464.0,320.0,4,4,2,28.0,23.5,Baik,Rumah,1,Medan,1328.9
PROP-1855,78.0,40.0,4,4,2,26.0,8.8,Cukup,Villa,1,Surabaya,610.7
PROP-4470,795.0,480.0,6,4,3,6.0,17.3,Baik,Villa,0,Surabaya,4169.9
PROP-2873,616.0,364.0,3,3,3,21.0,16.0,Cukup,Rumah,1,Semarang,1819.8
PROP-3031,,239.0,4,3,2,37.0,29.4,Baik,Villa,1,Jakarta,2195.6
PROP-1206,575.0,360.0,2,1,1,15.0,4.3,Baik,Rumah,1,Jakarta,3344.3
PROP-1646,199.0,98.0,2,1,1,5.0,3.2,Baik,Rumah,0,Bandung,745.1
PROP-3418,197.0,146.0,5,4,1,28.0,16.1,Baik,Townhouse,1,Jakarta,1383.8
PROP-3477,197.0,110.0,4,4,1,5.0,2.6,Baik,Townhouse,1,Semarang,774.5
PROP-2862,,284.0,3,3,2,14.0,5.2,Cukup,Townhouse,1,Jakarta,2807.3
PROP-1793,442.0,222.0,3,3,2,25.0,27.9,Cukup,Rumah,1,Bandung,1151.9
PROP-3798,679.0,472.0,4,3,2,13.0,24.4,Baik,Townhouse,1,Surabaya,2872.3
PROP-3369,625.0,503.0,5,4,2,30.0,26.3,Baik,Villa,1,Bandung,3321.0
PROP-3368,520.0,311.0,2,2,1,30.0,10.0,Baik,Rumah,0,Semarang,1463.5
PROP-3534,390.0,202.0,4,4,1,17.0,3.2,Cukup,Rumah,1,Semarang,1197.9
PROP-3450,89.0,59.0,3,2,2,27.0,2.9,Baik,Rumah,0,Surabaya,560.4
PROP-0604,359.0,291.0,4,4,1,38.0,13.7,Buruk,Townhouse,1,Bandung,1565.4
PROP-3057,151.0,84.0,2,1,2,38.0,5.3,Baik,Rumah,1,Jakarta,900.3
PROP-4532,601.0,324.0,3,3,1,18.0,2.9,Buruk,Rumah,1,Jakarta,3038.2
PROP-0127,775.0,393.0,3,3,1,25.0,18.2,Buruk,Rumah,1,Medan,1607.5
PROP-3877,525.0,266.0,3,3,3,11.0,14.4,Baik,Rumah,1,Surabaya,1487.3
PROP-2936,579.0,403.0,3,2,3,3.0,21.1,Cukup,Villa,1,Medan,2286.0
PROP-3532,756.0,345.0,4,4,2,28.0,20.1,Baik,Rumah,0,Semarang,1620.4
PROP-2731,276.0,160.0,2,2,2,37.0,28.8,Baik,Rumah,1,Jakarta,975.7
PROP-0828,305.0,229.0,6,4,2,20.0,24.4,Cukup,Townhouse,0,Jakarta,2193.6
PROP-1640,487.0,405.0,3,3,1,15.0,14.7,Baik,Villa,1,Bandung,2664.9
PROP-0985,476.0,275.0,3,2,2,,25.1,Baik,Rumah,1,Semarang,1127.1
PROP-3282,409.0,222.0,2,1,3,12.0,24.9,Baik,Rumah,1,Surabaya,1219.5
PROP-4972,197.0,171.0,2,1,3,10.0,14.8,Cukup,Rumah,1,Medan,588.4
PROP-2189,646.0,389.0,4,3,2,16.0,16.9,Cukup,Rumah,1,Jakarta,3589.9
PROP-4613,372.0,177.0,3,3,1,14.0,13.7,Baik,Rumah,1,Surabaya,1170.9
PROP-2444,247.0,204.0,5,4,3,35.0,12.0,Baik,Rumah,0,Surabaya,1277.1
PROP-0363,788.0,708.0,3,2,1,33.0,6.5,Baik,Rumah,1,Surabaya,3810.2
PROP-2350,240.0,,3,3,1,0.0,24.9,Buruk,Rumah,0,Semarang,404.5
PROP-0346,66.0,42.0,4,4,3,31.0,12.4,Buruk,Townhouse,1,Semarang,235.3
PROP-0815,266.0,182.0,3,3,2,35.0,25.5,Cukup,Rumah,1,Jakarta,1174.4
PROP-3206,332.0,252.0,3,3,2,37.0,15.1,Cukup,Rumah,1,Surabaya,1345.7
PROP-4161,132.0,63.0,4,3,2,37.0,3.3,Baik,Rumah,0,Semarang,414.5
PROP-4796,754.0,352.0,1,1,1,31.0,7.3,Baik,Villa,1,Semarang,2809.1
PROP-3326,535.0,271.0,3,3,2,21.0,25.4,Cukup,Rumah,1,Jakarta,2434.1
PROP-4107,584.0,397.0,3,2,2,33.0,17.3,Cukup,Townhouse,1,Bandung,2350.4
PROP-2117,162.0,122.0,4,3,3,35.0,15.6,Cukup,Rumah,1,Surabaya,595.5
PROP-1835,638.0,323.0,5,4,2,39.0,24.6,Baik,Rumah,1,Surabaya,1945.4
PROP-0794,557.0,496.0,3,3,1,33.0,14.6,Baik,Rumah,1,Surabaya,2309.7
PROP-4947,701.0,524.0,5,4,3,6.0,29.6,Cukup,Rumah,0,Medan,2138.4
PROP-2675,744.0,684.0,6,4,1,21.0,25.3,Baik,Villa,1,Surabaya,3842.3
PROP-0095,682.0,625.0,6,4,3,35.0,23.1,Cukup,Rumah,1,Jakarta,4322.5
PROP-3757,70.0,50.0,3,2,1,8.0,9.1,Cukup,Rumah,1,Surabaya,386.4
PROP-2892,228.0,138.0,6,4,1,40.0,25.0,Cukup,Villa,1,Surabaya,1003.2
PROP-2372,528.0,371.0,4,3,3,2.0,16.2,Cukup,Villa,0,Surabaya,3088.1
PROP-4150,181.0,99.0,3,3,2,19.0,14.9,Cukup,Rumah,1,Bandung,583.0
PROP-4433,260.0,140.0,3,3,2,34.0,25.0,Cukup,Rumah,1,Bandung,604.3
PROP-3229,585.0,402.0,6,4,1,25.0,9.7,Cukup,Rumah,1,Jakarta,3984.0
PROP-2854,91.0,67.0,2,2,1,38.0,3.7,Baik,Rumah,1,Surabaya,415.8
PROP-2913,154.0,126.0,2,1,2,1.0,12.3,Cukup,Rumah,1,Jakarta,1007.3
PROP-1866,67.0,40.0,4,3,2,2.0,,Baik,Rumah,1,Medan,355.8
PROP-1858,489.0,316.0,4,3,2,0.0,5.4,Baik,Rumah,0,Semarang,1570.9
PROP-2646,665.0,334.0,3,2,3,17.0,28.7,Baik,Rumah,0,Jakarta,3146.3
PROP-2244,749.0,403.0,4,3,1,7.0,1.9,Baik,Townhouse,1,Surabaya,3031.1
PROP-2337,771.0,628.0,5,4,2,37.0,11.5,Cukup,Rumah,1,Jakarta,5452.0
PROP-0951,362.0,174.0,4,4,2,14.0,13.8,Buruk,Rumah,0,Jakarta,1656.5
PROP-3069,454.0,384.0,5,4,1,7.0,2.1,Buruk,Rumah,0,Surabaya,2089.3
PROP-1121,780.0,545.0,4,4,2,13.0,11.4,Cukup,Townhouse,1,Jakarta,5410.3
PROP-2598,669.0,605.0,3,2,3,38.0,10.8,Baik,Rumah,1,Jakarta,4965.1
PROP-2205,322.0,208.0,3,3,1,14.0,6.8,Buruk,Rumah,1,Semarang,861.6
PROP-0420,320.0,154.0,6,4,2,0.0,10.2,Baik,Rumah,1,Bandung,1083.9
PROP-0923,453.0,233.0,4,4,2,5.0,7.4,Baik,Rumah,1,Surabaya,1611.6
PROP-1255,307.0,148.0,4,3,2,18.0,17.8,Baik,Townhouse,1,Surabaya,964.2
PROP-0478,122.0,64.0,3,3,1,32.0,21.7,Cukup,Villa,1,Jakarta,535.0
PROP-2036,536.0,264.0,3,3,2,37.0,19.0,Cukup,Rumah,0,Semarang,1173.5
PROP-1203,284.0,238.0,4,3,2,14.0,7.2,Baik,Villa,0,Medan,1396.8
PROP-2627,66.0,58.0,3,3,1,21.0,14.0,,Townhouse,1,Bandung,334.1
PROP-4819,790.0,410.0,2,1,1,33.0,22.7,Baik,Villa,1,Medan,2489.4
PROP-1971,662.0,312.0,2,1,1,27.0,20.3,Baik,Rumah,1,Surabaya,1968.4
PROP-3111,123.0,84.0,2,1,1,24.0,26.7,Buruk,Villa,0,Surabaya,150.0
PROP-4019,190.0,103.0,2,1,3,10.0,0.6,Buruk,Villa,1,Bandung,955.1
PROP-2152,478.0,319.0,2,1,1,4.0,18.2,Cukup,Rumah,1,Jakarta,2653.5
PROP-3688,263.0,144.0,3,2,1,26.0,10.4,Baik,Villa,0,Jakarta,2060.1
PROP-1998,269.0,211.0,2,2,1,2.0,23.5,Baik,Townhouse,1,Jakarta,1776.0
PROP-4034,353.0,,4,4,2,8.0,19.2,Cukup,Rumah,1,Surabaya,1289.2
PROP-3055,680.0,542.0,3,3,1,28.0,0.7,Baik,Villa,1,Medan,3071.8
PROP-1249,515.0,405.0,5,4,1,7.0,3.5,Cukup,Townhouse,1,Semarang,1870.6
PROP-2193,740.0,570.0,3,3,1,29.0,11.4,Cukup,Townhouse,1,Surabaya,3254.4
PROP-2713,533.0,386.0,2,2,2,15.0,28.9,Buruk,Rumah,1,Medan,1392.8
PROP-0993,659.0,557.0,3,3,1,19.0,1.5,Cukup,Rumah,1,Medan,2145.4
PROP-2191,499.0,265.0,5,4,3,29.0,1.2,Buruk,Rumah,1,Jakarta,3058.2
PROP-3763,281.0,240.0,5,4,2,3.0,22.2,Cukup,Rumah,1,Semarang,991.5
PROP-3598,414.0,340.0,3,2,2,10.0,22.4,Cukup,Rumah,1,Surabaya,1577.9
PROP-1319,236.0,166.0,2,1,3,21.0,24.8,Cukup,Rumah,1,Surabaya,733.8
PROP-1864,778.0,581.0,1,1,1,11.0,9.9,Baik,Villa,1,Surabaya,4708.2
PROP-2344,387.0,310.0,2,2,2,7.0,7.4,Baik,Rumah,1,Jakarta,3054.9
PROP-2450,479.0,289.0,4,4,1,35.0,26.5,Baik,Rumah,1,Surabaya,1434.6
PROP-2137,338.0,161.0,3,2,1,37.0,2.5,Cukup,Rumah,1,Jakarta,1715.2
PROP-1066,139.0,118.0,3,3,2,12.0,25.5,Baik,Rumah,1,Jakarta,765.6
PROP-4961,400.0,354.0,3,2,2,22.0,25.2,Baik,Townhouse,1,Surabaya,2007.8
PROP-2622,637.0,406.0,3,2,2,24.0,8.4,Baik,Rumah,1,Semarang,1612.4
PROP-0078,136.0,97.0,4,4,1,33.0,8.8,Cukup,Villa,1,Semarang,688.6
PROP-2899,680.0,540.0,3,3,1,18.0,22.0,Cukup,Rumah,1,Semarang,2126.4
PROP-1315,694.0,627.0,2,1,1,22.0,13.4,Cukup,Villa,1,Jakarta,7640.1
PROP-4373,668.0,598.0,3,3,1,,18.7,Baik,Rumah,1,Surabaya,3076.5
PROP-0873,613.0,542.0,3,2,2,22.0,25.0,Buruk,Villa,1,Bandung,3034.5
PROP-3851,226.0,149.0,3,2,3,21.0,2.6,Baik,Villa,0,Medan,1153.2
PROP-4788,263.0,235.0,4,3,1,28.0,5.0,Baik,Villa,1,Semarang,1591.4
PROP-2966,476.0,242.0,3,2,2,19.0,5.0,Baik,Rumah,0,Jakarta,2573.0
PROP-3392,444.0,362.0,4,3,1,2.0,26.7,Buruk,Rumah,0,Bandung,1470.2
PROP-2561,663.0,536.0,2,1,1,23.0,12.1,Buruk,Townhouse,1,Medan,2129.3
PROP-4897,,317.0,1,1,1,30.0,8.2,Cukup,Rumah,1,Jakarta,2721.5
PROP-2636,410.0,206.0,2,2,3,20.0,26.5,Cukup,Townhouse,0,Surabaya,1171.8
PROP-3531,80.0,68.0,1,1,3,13.0,5.9,Buruk,Villa,1,Medan,411.5
PROP-0376,216.0,155.0,4,3,2,37.0,7.6,Baik,Rumah,1,Surabaya,1078.3
PROP-1909,471.0,220.0,3,2,2,7.0,27.2,Baik,Rumah,1,Surabaya,1298.2
PROP-4333,417.0,357.0,2,1,1,10.0,15.9,,Villa,0,Medan,1919.0
PROP-4380,86.0,58.0,5,4,1,22.0,3.1,Baik,Rumah,0,Surabaya,474.0
PROP-4028,165.0,140.0,2,1,2,0.0,13.6,Cukup,Rumah,1,Medan,584.2
PROP-1605,513.0,390.0,6,4,2,4.0,8.1,Baik,Rumah,1,Surabaya,2215.3
PROP-1119,523.0,471.0,4,3,1,14.0,10.8,Buruk,Rumah,1,Bandung,1910.5
PROP-3678,448.0,289.0,1,1,2,34.0,3.1,Cukup,Rumah,1,Bandung,1496.8
PROP-3491,760.0,414.0,4,4,1,10.0,4.5,Cukup,Townhouse,1,Medan,2296.8
PROP-4865,738.0,654.0,3,2,1,21.0,26.7,Baik,Rumah,1,Surabaya,3124.6
PROP-2959,495.0,340.0,2,1,2,17.0,19.2,Cukup,Rumah,0,Semarang,1266.2
PROP-1995,533.0,335.0,4,3,1,19.0,23.2,Cukup,Rumah,1,Semarang,1410.0
PROP-4956,358.0,231.0,4,4,1,4.0,12.3,Buruk,Rumah,1,Jakarta,2334.3
PROP-4356,326.0,292.0,2,1,3,11.0,21.3,Cukup,Rumah,0,Surabaya,1392.0
PROP-2377,602.0,285.0,3,3,1,16.0,8.8,Cukup,Villa,1,Bandung,2783.6
PROP-1343,104.0,59.0,3,2,1,7.0,24.9,Baik,Villa,1,Jakarta,565.1
PROP-0321,515.0,296.0,5,4,1,3.0,29.9,Baik,Rumah,1,Jakarta,2716.7
PROP-1620,620.0,555.0,3,2,1,32.0,1.1,Baik,Townhouse,1,Surabaya,3213.3
PROP-3714,462.0,293.0,3,2,1,37.0,1.0,Cukup,Villa,1,Jakarta,4357.3
PROP-2061,101.0,69.0,4,4,1,8.0,11.1,Baik,Villa,0,Semarang,558.8
PROP-2220,594.0,436.0,4,3,2,28.0,21.8,Cukup,Rumah,1,Semarang,1508.4
PROP-1674,717.0,449.0,2,2,1,21.0,23.5,Buruk,Rumah,1,Surabaya,2222.1
PROP-0261,374.0,236.0,3,2,1,33.0,6.1,Cukup,Townhouse,0,Surabaya,1770.6
PROP-4418,220.0,153.0,2,2,2,19.0,8.4,Baik,Villa,1,Jakarta,1954.2
PROP-2040,79.0,,2,1,2,38.0,20.0,Baik,Villa,1,Jakarta,174.7
PROP-0902,331.0,280.0,3,3,2,5.0,17.5,Baik,Rumah,1,Medan,1164.3
PROP-3745,699.0,412.0,4,4,3,22.0,25.1,Cukup,Townhouse,0,Medan,1952.7
PROP-2027,751.0,388.0,3,3,2,6.0,22.6,Baik,Rumah,1,Surabaya,2514.5
PROP-1918,538.0,413.0,3,3,2,36.0,6.7,Baik,Rumah,1,Surabaya,2268.2
PROP-1829,707.0,547.0,3,2,1,22.0,12.1,Cukup,Rumah,1,Jakarta,4563.9
PROP-1574,143.0,79.0,4,3,1,35.0,5.4,Cukup,Villa,1,Surabaya,840.5
PROP-4395,110.0,100.0,3,3,2,23.0,21.3,Cukup,Rumah,0,Bandung,279.4
PROP-4209,417.0,331.0,4,3,2,18.0,,Cukup,Rumah,0,Semarang,1417.4
PROP-0225,566.0,389.0,3,2,2,32.0,17.9,Cukup,Rumah,0,Jakarta,3034.8
PROP-0724,471.0,255.0,5,4,3,3.0,18.0,Buruk,Townhouse,1,Surabaya,2010.3
PROP-4486,295.0,197.0,2,2,1,10.0,16.0,Cukup,Villa,1,Medan,1185.4
PROP-1142,576.0,370.0,2,2,1,30.0,26.6,Cukup,Townhouse,1,Surabaya,2082.5
PROP-2763,578.0,317.0,3,3,3,40.0,10.9,Baik,Rumah,1,Surabaya,2010.5
PROP-0847,187.0,128.0,4,4,1,38.0,13.4,Baik,Rumah,1,Semarang,569.6
PROP-2552,569.0,265.0,4,4,1,25.0,17.2,Cukup,Villa,1,,2595.4
PROP-2929,723.0,597.0,3,2,2,33.0,18.7,Cukup,Rumah,1,Jakarta,4874.3
PROP-0118,307.0,160.0,3,3,2,27.0,21.4,Baik,Rumah,1,Semarang,711.3
PROP-0646,443.0,372.0,2,2,1,11.0,6.4,Baik,Rumah,1,Semarang,1527.2
PROP-0004,196.0,116.0,4,4,2,30.0,11.4,Baik,Rumah,0,Jakarta,1077.9
PROP-4171,382.0,299.0,4,4,1,13.0,29.3,Cukup,Villa,1,Bandung,1714.0
PROP-0468,680.0,525.0,3,2,3,9.0,24.8,Cukup,Townhouse,0,Bandung,2558.0
PROP-0006,366.0,305.0,4,4,3,4.0,23.5,Baik,Rumah,0,Bandung,1462.4
PROP-0920,597.0,404.0,6,4,3,11.0,19.5,Buruk,Rumah,1,Medan,1954.8
PROP-2596,767.0,553.0,2,2,3,8.0,29.1,Baik,Villa,1,Semarang,3415.1
PROP-1064,64.0,40.0,3,3,2,11.0,27.6,Cukup,Rumah,1,Surabaya,150.0
PROP-2591,517.0,389.0,5,4,1,10.0,2.8,Cukup,Rumah,1,Bandung,2018.5
PROP-0243,500.0,371.0,3,2,1,19.0,7.6,Buruk,Townhouse,0,Bandung,1919.0
PROP-1161,558.0,343.0,3,2,1,36.0,7.6,Baik,Rumah,1,Bandung,1705.9
PROP-2871,582.0,301.0,2,2,1,35.0,1.4,Cukup,Rumah,1,Surabaya,
PROP-3736,342.0,296.0,3,3,2,12.0,8.4,Buruk,Rumah,1,Surabaya,1663.1
PROP-2398,596.0,482.0,3,3,2,1.0,3.7,Baik,Villa,1,Semarang,3086.3
PROP-3518,303.0,186.0,1,1,2,3.0,0.7,Buruk,Villa,1,Semarang,1372.8
PROP-3422,313.0,238.0,3,2,3,19.0,24.2,Cukup,Townhouse,0,Medan,803.5
PROP-2564,466.0,400.0,2,2,1,37.0,9.0,Baik,Rumah,0,Bandung,1731.8
PROP-1606,643.0,323.0,4,3,2,37.0,27.0,Cukup,Rumah,1,Surabaya,1842.2
PROP-4829,404.0,330.0,3,2,3,17.0,5.7,Baik,Villa,1,Bandung,2224.6
PROP-2325,212.0,163.0,3,3,1,39.0,19.4,Buruk,Rumah,0,Surabaya,566.9
PROP-2710,743.0,387.0,3,3,1,20.0,2.7,Baik,Rumah,0,Surabaya,2554.4
PROP-4399,411.0,286.0,5,4,2,36.0,1.3,,Villa,0,Jakarta,3918.1
PROP-1313,,239.0,3,3,2,1.0,23.0,,Rumah,1,Medan,1081.5
PROP-3449,734.0,335.0,2,2,2,2.0,16.5,Cukup,Rumah,1,Semarang,1793.6
PROP-3813,206.0,115.0,3,3,1,7.0,29.8,Baik,Townhouse,1,Semarang,471.6
PROP-4656,561.0,451.0,1,1,2,27.0,,Baik,Rumah,0,Bandung,1815.2
PROP-2363,611.0,522.0,2,2,1,13.0,9.4,Baik,Rumah,0,Jakarta,4488.6
PROP-1976,591.0,432.0,3,3,2,2.0,23.2,Baik,Rumah,0,Jakarta,3684.8
PROP-3515,643.0,305.0,4,3,1,6.0,12.0,Buruk,Rumah,1,Jakarta,2966.2
PROP-1762,206.0,181.0,6,4,2,27.0,21.2,Cukup,Rumah,1,Jakarta,1323.3
PROP-2740,514.0,320.0,1,1,3,33.0,14.9,Baik,Rumah,1,Bandung,1498.4
PROP-4845,593.0,395.0,4,3,1,8.0,1.0,Buruk,Villa,1,Jakarta,5534.2
PROP-2473,424.0,348.0,3,3,1,30.0,10.2,Cukup,Rumah,0,Semarang,1293.9
PROP-4008,351.0,281.0,3,2,3,11.0,4.5,Cukup,Rumah,1,Jakarta,2489.8
PROP-1494,787.0,563.0,4,3,1,14.0,17.3,Baik,Villa,1,Semarang,3231.7
PROP-4207,319.0,220.0,3,3,1,0.0,0.9,Cukup,Rumah,1,Semarang,1115.6
PROP-2159,653.0,433.0,1,1,3,11.0,13.0,Cukup,Townhouse,0,Medan,2191.1
PROP-1170,459.0,251.0,4,3,2,,24.5,Cukup,Rumah,0,Jakarta,2126.9
PROP-4517,641.0,,3,2,1,1.0,15.1,Baik,Villa,1,Medan,3202.6
PROP-0233,181.0,106.0,4,4,2,1.0,6.9,Baik,Rumah,1,Surabaya,930.8
PROP-0067,251.0,218.0,3,2,1,8.0,1.2,Cukup,Rumah,0,Surabaya,1205.3
PROP-1604,750.0,555.0,4,4,2,0.0,17.8,Cukup,Rumah,0,Jakarta,5302.1
PROP-3284,796.0,523.0,3,3,1,1.0,,Baik,Rumah,1,Medan,2509.1
PROP-3597,162.0,138.0,3,3,2,5.0,24.1,Buruk,Villa,1,Bandung,836.5
PROP-0126,180.0,99.0,3,2,1,25.0,26.3,Baik,Rumah,1,Bandung,333.3
PROP-1297,77.0,53.0,6,4,1,10.0,11.2,Cukup,Townhouse,0,Jakarta,816.4
PROP-1977,358.0,326.0,3,2,3,3.0,23.4,Cukup,Rumah,0,Bandung,1416.0
PROP-4518,341.0,291.0,3,2,1,8.0,13.6,Baik,Rumah,0,Surabaya,1529.7
PROP-4482,350.0,,4,3,3,28.0,2.6,Baik,Villa,1,Medan,2085.3
PROP-2076,794.0,715.0,1,1,3,24.0,18.4,Baik,Rumah,1,Medan,2663.5
PROP-3087,717.0,559.0,5,4,2,2.0,1.5,Baik,Rumah,1,Semarang,2466.5
PROP-4346,301.0,239.0,3,3,2,34.0,3.8,Cukup,Villa,1,Surabaya,1633.8
PROP-3346,209.0,154.0,3,2,2,37.0,1.9,Baik,Rumah,1,Medan,726.6
PROP-4465,611.0,512.0,3,3,1,29.0,5.5,Cukup,Villa,1,Surabaya,4153.0
PROP-2798,334.0,160.0,2,1,3,32.0,26.9,Cukup,Rumah,0,Surabaya,695.4
PROP-0919,110.0,61.0,3,2,2,39.0,10.8,Baik,Villa,1,Semarang,431.2
PROP-1647,475.0,328.0,3,2,1,30.0,0.8,Baik,Rumah,1,Surabaya,2109.9
PROP-0365,245.0,159.0,4,3,2,27.0,13.7,Baik,Townhouse,0,Jakarta,1552.4
PROP-3288,479.0,289.0,3,2,2,30.0,26.6,Baik,Rumah,1,Bandung,1293.2
PROP-2126,673.0,512.0,3,2,2,8.0,29.9,Cukup,Rumah,1,Bandung,2580.3
PROP-4124,770.0,704.0,1,1,1,23.0,28.0,Buruk,Villa,1,Jakarta,6150.8
PROP-0526,310.0,251.0,2,2,1,6.0,14.3,Baik,Townhouse,0,Medan,1006.3
PROP-0056,317.0,153.0,3,2,1,10.0,21.5,Cukup,Townhouse,0,Semarang,724.9
